MinTemp,MaxTemp,Lluvia,Evaporacion,Sol,VelRafaga,Vel9am,Vel3pm,Hum9am,Hum3pm,Pres9am,Pre3pm,Nub9am,Nub3pm,Temp9am,Temp3pm,LluviaHoy,LluviaMan,Koppen,Estacion
12.4,19.8,0,3.2,2.8,35,15,24,82,57,1025.2,1020.4,7,7,13.7,19.6,No,No,Subtropical,Invierno
9.8,28.7,0,7.6,13,33,17,11,54,24,1012.8,1009.4,1,1,15.8,26.7,No,No,Grassland,Primavera
6.8,11.8,6.2,1,2.7,39,17,11,93,85,1020.8,1015.1,7,7,9,10.7,Yes,Yes,Temperate,Invierno
4.6,12,0,1.8,8.2,50,20,22,74,61,1015.5,1010.9,3,6,7.4,10.4,No,No,Temperate,Invierno
22.7,29.6,3,2.2,11.2,26,7,11,68,63,1013.9,1010.7,4,3,27.4,28.4,Yes,No,Subtropical,Verano
10.9,21.2,0,4,10.9,37,11,20,58,53,1030.2,1026.2,0,0,17.2,19.6,No,No,Subtropical,Primavera
3.8,16.9,0,1.4,8.5,41,11,24,91,50,1022.6,1021.4,0,6,8.1,15.8,No,No,Grassland,Invierno
20.2,33,0.2,8.6,13,26,6,13,56,39,1012.2,1009,1,0,27.1,30.7,No,No,Subtropical,Verano
18.2,24.3,0,5.6,12.5,28,15,17,64,63,1013.2,1012.7,1,1,22.3,23.6,No,No,Subtropical,Verano
16,23.4,13,0,0.7,50,30,26,94,80,1014.8,1010.5,8,8,18.2,20.5,Yes,Yes,Subtropical,Primavera
11,20.3,0,5.8,11.1,26,9,15,60,59,1019.2,1017.3,1,3,18.6,19.5,No,No,Subtropical,Primavera
11.4,18.5,0,3,8.1,43,22,24,67,63,1026.8,1025.8,6,5,14.8,17.4,No,No,Temperate,Otoño
11.9,20.4,0,7.2,2,39,6,26,77,79,1014,1013.3,7,7,15.4,17.8,No,No,Temperate,Primavera
12.8,28.8,0,5.6,9.8,48,6,15,91,46,1022.6,1018.4,8,1,14.7,28.2,No,No,Temperate,Verano
23.8,35.3,0,12,10.8,35,13,9,34,22,1018.9,1014.5,1,3,28.2,34.6,No,No,Subtropical,Verano
3.8,18.9,0,2.8,8.8,35,9,22,67,25,1027.2,1022.9,0,0,10,18.2,No,No,Desert,Invierno
12.7,17.2,0,7.4,5.6,98,50,28,49,49,1001,1001.5,7,6,16.8,16,No,Yes,Temperate,Invierno
8.9,22.7,0,1.4,8.3,33,9,17,87,63,1016.6,1013.2,8,5,14,20.8,No,Yes,Temperate,Primavera
16.7,35.4,0,11.6,13,35,15,11,35,14,1017.3,1013.6,0,1,25.7,34.8,No,No,Subtropical,Primavera
20.7,29.7,1,5.6,9.3,31,2,11,63,54,1017,1013.7,6,2,25,27.6,No,No,Subtropical,Primavera
11.3,36.2,0,8.6,12.5,35,11,22,49,21,1012.8,1010.5,1,2,24,34.9,No,No,Temperate,Verano
20.2,27.9,0,4,10.6,33,20,15,44,37,1014,1011.3,1,2,24.4,26.9,No,No,Temperate,Otoño
15.8,26.8,0,4.4,10.3,17,4,7,66,56,1023.1,1019.9,1,3,21.7,24.2,No,No,Subtropical,Otoño
14.4,23.1,0,6.4,12.3,41,9,22,61,60,1022.4,1018.9,2,0,21.4,21.9,No,No,Subtropical,Primavera
17.4,32.6,0,8.4,6.4,70,24,11,61,32,1013.1,1009.1,7,5,21.7,31.4,No,Yes,Subtropical,Primavera
20.4,27.1,0,4.2,6,31,13,15,67,57,1018.5,1016.9,7,4,21.7,25.7,No,No,Subtropical,Verano
8.8,21.7,0,5,11.8,35,13,20,55,41,1018.8,1014.9,7,1,14.7,20.6,No,No,Temperate,Primavera
3.7,11.6,1.2,0.8,4.1,35,9,13,69,54,1029.7,1030,3,7,5.3,9.2,Yes,No,Temperate,Invierno
23.4,29,128.2,1.6,0.5,30,15,13,87,81,1010.2,1007,8,8,25.8,28,Yes,Yes,Temperate,Otoño
9.1,13.1,10,2.8,9.5,69,28,19,70,83,1010.5,1013.5,7,8,12,11.2,Yes,Yes,Temperate,Primavera
12.4,30.1,0,4.8,11.1,24,9,7,55,28,1021,1017.5,0,1,20.7,29.7,No,No,Subtropical,Otoño
10.5,17.9,1,1.8,7.3,30,13,15,90,69,1025.1,1021.3,3,3,11.9,16.7,No,No,Subtropical,Invierno
22.8,24.6,0,5.2,0,20,7,4,73,87,1014,1012.6,8,8,24.2,21.9,No,Yes,Subtropical,Otoño
23.6,32.9,0,8.6,12.5,39,6,15,53,62,1009.6,1005.2,1,1,30.2,31.1,No,No,Subtropical,Verano
5.1,19.1,0,6.2,10.5,37,26,15,44,42,1023.7,1020.8,1,1,16.2,18.1,No,No,Subtropical,Primavera
3.9,17,0,1.2,8.4,33,11,17,93,44,1032.5,1030.1,0,0,6.9,16.9,No,No,Grassland,Invierno
7.5,19.6,0.8,2.2,6.3,56,30,22,86,81,1022.8,1021.8,7,6,12.6,15.3,No,Yes,Subtropical,Invierno
4.8,18.3,0,6.4,10.5,30,9,17,42,20,1019,1016.4,0,0,10.8,16.9,No,No,Grassland,Invierno
6.8,35.4,0,7.8,8.8,44,13,15,100,18,1013.7,1006.9,7,6,12.5,33.8,No,No,Temperate,Primavera
17.8,30.1,0,8.8,11.5,52,26,35,45,40,1018.3,1015.2,3,1,28.3,28.2,No,No,Temperate,Primavera
7.3,19,0,5.4,7.7,65,39,37,56,30,1019.6,1015.4,1,7,11.1,17.6,No,No,Desert,Invierno
7.4,17.5,0,4.6,5.9,63,44,35,63,34,1024.8,1021.7,6,5,8.4,16.6,No,No,Temperate,Invierno
7.7,19.8,0,4.2,11,26,11,15,74,32,1030.1,1026.8,1,0,12.9,18.5,No,No,Desert,Primavera
19.8,24.4,21.8,1.4,0,54,9,13,92,83,1012.5,1011.5,8,8,21.2,21.5,Yes,Yes,Temperate,Verano
7,12.1,32.4,2.4,4.5,83,35,35,89,78,988.3,999,8,6,10.2,11.4,Yes,Yes,Temperate,Primavera
3.9,23,0,8,13,33,13,9,44,21,1015.6,1013.6,0,1,13,21.8,No,No,Temperate,Primavera
4.2,13.5,3,2.2,7,69,15,46,87,33,1009.4,1006.7,6,3,9,12.2,Yes,No,Temperate,Invierno
20.4,26.3,5.4,4.8,3.8,56,22,31,93,77,1017.1,1014.6,8,7,21.7,24.2,Yes,Yes,Temperate,Invierno
18.1,28.3,0,9.2,11.6,44,15,31,49,48,1017.3,1012.6,1,1,24.8,26.7,No,No,Temperate,Primavera
17.3,27.2,0,3.8,5.7,31,13,26,68,50,1018.7,1014.5,4,5,22.2,26.1,No,No,Temperate,Invierno
1.3,17.9,0,3.6,10.9,26,9,15,66,35,1024.4,1022.5,1,1,9.9,17.6,No,No,Temperate,Primavera
19.5,28.4,0,4.6,10.4,35,19,24,71,55,1016.1,1012.2,5,4,24.3,27.2,No,No,Temperate,Invierno
7.5,18.6,0,2.8,8.4,35,13,17,80,50,1023.2,1021,4,7,9.7,18.1,No,No,Grassland,Invierno
12.1,16.7,1.8,3.2,3.2,35,11,19,92,67,1025.5,1025.1,7,7,14.1,15.5,Yes,No,Temperate,Primavera
17.5,18.1,8.6,1.8,0,19,6,4,85,86,1017.8,1013.8,8,8,18.1,17.1,Yes,Yes,Subtropical,Invierno
25,33,0.6,5.4,12.3,33,9,24,54,45,1006.9,1002.9,2,2,30.3,32,No,No,Temperate,Verano
6.5,14.4,0,0.8,7.6,31,9,17,82,49,1025.7,1024.7,6,3,9,14.1,No,No,Temperate,Invierno
13.3,29.1,0,3.2,12.3,39,9,13,60,33,1012,1010.1,1,6,20.4,27.9,No,No,Temperate,Verano
8.3,14,0.8,4.6,0.1,63,43,39,63,60,1004.4,1001.5,8,7,12.4,13.4,No,Yes,Temperate,Invierno
13.1,22.5,0,5.8,11,33,17,11,64,41,1023.4,1022,3,1,13.9,21.1,No,No,Temperate,Otoño
12.8,22.8,0.2,9.4,12,48,24,28,60,30,1006.3,1005.4,5,1,16,22.1,No,No,Temperate,Verano
11.6,24.5,0,6.6,11.6,50,26,33,55,42,1019.3,1017.4,1,1,18.6,22.4,No,No,Subtropical,Primavera
4.5,13.5,0.4,3.6,3.7,30,15,17,73,66,1027,1026.8,7,8,10,12.7,No,No,Temperate,Primavera
8.9,23.9,0,7,6.8,54,19,20,41,42,1011.4,1006.8,6,7,20.1,22.8,No,Yes,Temperate,Otoño
6.8,14.1,0,0.8,4.7,15,2,4,89,73,1025.9,1022.2,8,7,9.8,13.4,No,Yes,Temperate,Invierno
19.2,25.6,0,9,8.1,35,22,22,60,52,1019.4,1015.1,8,2,22,24.4,No,No,Subtropical,Primavera
10.5,21,0.4,3,10.3,35,9,13,72,45,1021.6,1020.2,7,1,13.9,20.1,No,No,Temperate,Primavera
13.3,20.1,0,4.6,9.1,20,13,4,60,56,1024.9,1022.9,1,1,18.1,19.7,No,No,Subtropical,Primavera
14.2,18.1,0,3.4,9.4,39,17,19,56,47,1027.5,1026.3,2,1,16.4,17.5,No,No,Subtropical,Invierno
5.4,19.9,0,2.4,9.4,28,7,7,69,35,1029.3,1026.8,1,1,11.2,19.4,No,No,Subtropical,Invierno
3.5,20.2,0,2.8,10.5,28,19,9,61,30,1027.9,1024.1,0,3,11.8,19.2,No,No,Subtropical,Invierno
13.2,20.1,0.2,9.2,10.9,70,31,31,34,19,1011.7,1010.4,1,0,14.4,19.4,No,No,Subtropical,Invierno
22.1,30.8,0,9,9,31,17,17,55,47,1014.4,1012.5,4,2,28.3,29.7,No,No,Subtropical,Verano
6.7,16.8,0,1.6,6.7,28,11,11,83,53,1032.7,1030.6,8,6,12.5,16.2,No,No,Temperate,Otoño
5.7,19.7,0,3,10.8,30,6,13,75,45,1029.8,1027.6,1,1,10.9,19.1,No,No,Temperate,Otoño
26.3,33.6,0,5.4,8.6,69,7,20,68,74,1010.5,1008.3,3,8,30.6,29.1,No,Yes,Temperate,Verano
8,27.8,0,5,5.6,52,9,24,49,20,1009.7,1005.8,1,5,16.2,26.6,No,No,Temperate,Verano
10.6,18.2,2.6,0.4,5.1,37,19,26,85,60,1027.9,1026.1,7,6,11.9,17.8,Yes,No,Temperate,Otoño
10.8,18.6,0,5.4,10.1,63,19,26,53,32,1012.2,1013.3,2,3,14.7,18.5,No,No,Subtropical,Invierno
12.9,28.3,0,4,11.1,17,11,7,70,30,1023.6,1021.1,1,3,17.1,27.5,No,No,Temperate,Otoño
14.7,32.8,0,7.2,7.3,61,22,26,34,16,1010.2,1006,6,7,23.2,30.8,No,Yes,Grassland,Primavera
6.6,16.5,0,1.2,6.1,39,20,17,79,59,1029.8,1027.1,1,7,9.3,15.6,No,No,Temperate,Invierno
19.7,25.7,4.2,1.2,1.8,44,28,24,86,56,1009,1006,8,7,19.7,24.3,Yes,No,Grassland,Otoño
7.4,29.5,0,8.8,11.4,37,11,11,23,8,1014.2,1010.7,0,0,19.9,28.3,No,No,Grassland,Primavera
14,24.6,0,9,2,52,20,13,41,43,1017.2,1016.8,7,7,23.2,23.5,No,No,Temperate,Primavera
19.3,24.4,29.2,5.8,4.1,43,28,22,89,73,1018.9,1015.6,6,6,20.3,23.9,Yes,No,Subtropical,Otoño
2.6,14.6,0,1.4,7.2,37,20,19,66,64,1033.1,1030.8,1,8,7.3,13.4,No,Yes,Temperate,Invierno
12.2,34.2,0,7.8,10.8,43,17,17,26,10,1017.6,1011.5,3,4,25.2,33.3,No,No,Subtropical,Primavera
6.5,16.6,0.2,2.8,5.2,57,24,30,77,77,1010.8,1012.2,5,5,10.2,14.9,No,No,Grassland,Invierno
19.9,30.9,0.2,8,12.2,30,9,13,53,45,1015.9,1012.6,2,3,26.2,29.5,No,No,Subtropical,Verano
16.4,30.3,0,6,10.1,33,9,19,63,46,1014.9,1011.5,1,1,23,29.1,No,No,Temperate,Invierno
12.7,23.7,0,5.4,10.6,44,26,31,65,55,1024.2,1022.3,6,3,17.9,21.2,No,No,Temperate,Otoño
6.4,10.8,7.4,3.2,5.6,63,17,24,87,65,1017.4,1020.6,7,7,6.6,7.8,Yes,No,Temperate,Invierno
12.2,26.4,0,6.8,9.5,41,7,28,45,54,1020.5,1016.8,2,1,20.5,24.2,No,No,Temperate,Invierno
10.8,22.9,0,3.8,10.2,48,15,31,62,57,1023.2,1015.6,6,1,16.8,21.9,No,No,Subtropical,Primavera
24.7,38,0,9.8,11.5,48,31,22,22,6,1014.4,1009.8,1,1,29.8,37.4,No,No,Temperate,Primavera
14.2,23.8,0.8,1.2,2.6,24,9,13,78,44,1016.1,1012.8,6,5,16.5,23.6,No,Yes,Subtropical,Invierno
11.8,23.8,0,5.2,11.1,46,24,22,52,37,1008.3,1008.4,4,6,17.4,22.5,No,No,Temperate,Verano
9.7,16.5,18.6,4.6,4.9,61,26,28,61,78,1015.6,1017.5,7,7,13.9,13.8,Yes,No,Subtropical,Invierno
11.5,20.9,9.8,4.4,0.2,46,24,20,94,93,1016.4,1014.5,7,8,12.4,12.8,Yes,Yes,Temperate,Verano
14,17.9,0,4,6.7,46,24,20,64,59,1025.5,1023.1,6,2,15.4,16.8,No,No,Subtropical,Invierno
3.2,14.3,0,1.6,5.1,37,19,26,75,48,1028.1,1023.5,2,7,6,13.3,No,No,Temperate,Invierno
23.5,29.8,0,16.2,5.4,41,9,19,59,50,1012,1011.1,7,7,26.4,26.4,No,Yes,Temperate,Verano
15.2,24.5,0,5.6,8.8,65,13,20,48,43,1019.8,1017.1,3,5,19.3,23.3,No,No,Subtropical,Primavera
14.6,24.9,0,6,13,48,11,33,60,62,1021,1017.2,1,1,23,23.8,No,No,Subtropical,Primavera
11.4,20.2,0,3.2,2.5,33,13,15,72,38,1017.9,1014.1,6,7,15.5,18.9,No,Yes,Desert,Otoño
14.9,20.7,2.2,5.8,10.1,52,30,28,66,52,1014.3,1013.7,5,2,18.2,19.4,Yes,No,Subtropical,Primavera
12.8,29.3,0,8.8,11.1,48,30,7,38,23,1022.9,1018.3,0,1,20.2,28.6,No,No,Subtropical,Otoño
10.8,14.2,1.2,2.8,4.4,46,20,22,70,88,1017.3,1016.7,8,8,12.9,13.7,Yes,Yes,Temperate,Primavera
8.9,27,0,5.2,8.6,37,9,22,72,45,1022.2,1018,5,3,18.3,25.7,No,No,Subtropical,Primavera
5.5,11.6,4.4,0.4,1.6,30,17,17,88,80,1028.1,1028.5,8,7,9,11,Yes,No,Temperate,Invierno
6.9,14.6,0.6,0.4,1.1,41,15,2,90,80,1005.5,1003.8,7,7,10.1,12,No,Yes,Temperate,Invierno
4.4,15.3,0.6,2.2,8.3,39,15,19,52,34,1022,1020.8,3,7,11.3,14.8,No,No,Temperate,Primavera
3.7,18.1,0,2.8,10.2,24,13,11,81,48,1017.7,1014,1,2,9.1,16.7,No,No,Temperate,Otoño
17,23,0,6,12.2,35,17,19,60,62,1021.7,1021.4,2,1,21.1,22,No,No,Subtropical,Verano
23.2,29.6,0,9,7.7,39,19,31,61,50,1020.5,1017.7,4,7,26.4,28.5,No,No,Subtropical,Otoño
15.2,28.1,0,5.8,11.4,37,7,15,28,20,1012.4,1008.6,0,0,24,27.9,No,No,Subtropical,Primavera
20.4,33.3,0,8,13,48,22,24,62,29,1012.7,1010.1,1,1,22.6,32.6,No,No,Subtropical,Verano
8.3,23.7,0,3,10,26,19,7,70,36,1023.9,1020,1,4,12.8,22.8,No,No,Subtropical,Invierno
9.1,19.3,0,4,10.1,41,24,20,56,41,1021.3,1018.3,5,4,14,18.4,No,No,Grassland,Invierno
14.3,18.1,0,5.8,6.6,44,22,20,68,68,1015.6,1016.5,6,8,15.7,15.5,No,No,Temperate,Verano
7.5,15.8,4,0.4,6.2,41,24,22,97,99,1016.4,1018.4,3,5,10.4,13.6,Yes,No,Temperate,Invierno
22.4,38.4,0,13.2,11.4,65,17,30,44,12,1011,1007.5,0,2,27.4,36.8,No,No,Desert,Verano
18.1,35.6,0,10.8,10.8,61,20,22,21,13,1016.2,1012.8,1,4,28.7,34.3,No,No,Grassland,Otoño
12.8,32.7,0,10.4,11.5,37,24,13,58,25,1017.8,1014.3,0,1,17,30.2,No,No,Grassland,Verano
10.8,18.6,4.4,4.8,5.1,74,33,28,71,88,1003.3,999.2,6,8,15.4,15.6,Yes,Yes,Temperate,Verano
13.5,21.4,0,2.2,4.9,39,7,24,96,64,1022,1020.9,7,7,15.4,19.1,No,No,Temperate,Otoño
10.4,22.8,0,3,5.5,15,6,6,71,59,1021.5,1019.2,1,7,15.6,20.8,No,No,Subtropical,Otoño
22.1,31.2,0,9.2,11.2,44,19,30,55,45,1018,1014.6,2,3,27.4,28.9,No,No,Temperate,Primavera
9.2,23.6,0,4,11.2,43,20,28,69,45,1021.8,1018.8,1,0,15,22.1,No,No,Temperate,Otoño
9.7,18.6,0,2,1.9,35,11,24,71,65,1024,1022.3,7,7,14.4,17.8,No,No,Temperate,Otoño
4.4,16.4,3.6,3.6,10.4,24,11,15,71,52,1020.2,1020,1,5,9.9,15.4,Yes,No,Temperate,Primavera
4.8,17.3,0,2.4,5.1,20,7,13,89,59,1027.3,1023.3,8,7,9.5,16.2,No,No,Temperate,Otoño
3.3,15.9,0,0.8,7.2,33,9,24,74,47,1017,1012.2,4,7,9.4,15.2,No,No,Temperate,Invierno
18,21.1,8,3.8,0.7,72,37,39,83,72,1011,1012.1,7,6,19,20,Yes,Yes,Subtropical,Otoño
19,33.1,0,12,7.3,54,19,19,51,33,1010.4,1006.4,7,8,25.6,32.8,No,Yes,Subtropical,Verano
21.3,29.9,26.4,7.6,8.4,57,28,46,61,81,1014.3,1011.5,2,7,27.8,25.2,Yes,Yes,Temperate,Otoño
22,28.4,2.2,5.4,7,52,28,24,87,65,1007.1,1004.8,3,2,23,27.7,Yes,No,Subtropical,Verano
20.9,33.8,0,10.2,11.8,41,30,28,40,33,1009.9,1005.5,1,5,27.9,33.1,No,No,Subtropical,Verano
8.9,25.7,0,5,11.2,44,9,30,59,58,1016.4,1012.8,7,6,18.8,21,No,No,Subtropical,Primavera
23.1,32,7.2,6,3.2,41,11,11,94,59,1010.6,1007.8,7,6,24.6,31.2,Yes,No,Temperate,Otoño
8.7,20.1,0,2.8,10.3,30,9,13,72,42,1025.9,1022.1,3,4,13.4,19,No,No,Temperate,Otoño
20,40.5,0,10.6,12.7,31,11,9,33,13,1008.9,1005.4,0,1,28,38.2,No,No,Subtropical,Verano
22,32.6,0,15,6.7,43,9,17,56,41,1011.4,1007.9,7,4,24.5,32.2,No,No,Temperate,Verano
6.4,30.4,0,4.6,12,26,20,13,65,23,1024,1020.5,4,5,14.2,29.3,No,No,Temperate,Primavera
9.2,14.6,38.8,0.8,0.8,20,11,6,96,94,1006.7,1005.6,7,7,11,12.3,Yes,Yes,Temperate,Invierno
7.5,12.2,3,0.8,4.7,37,20,20,82,74,1026.6,1026.2,7,7,10.8,11.3,Yes,Yes,Temperate,Primavera
6.1,14.1,0,4,9.3,46,15,22,50,56,1026.4,1024.6,1,1,9.7,13.4,No,No,Subtropical,Invierno
5.1,24.7,0.2,3.4,12.3,31,13,20,68,30,1029.1,1025.5,0,0,12.2,23.9,No,No,Temperate,Primavera
9.5,17.5,0,1.6,1.4,20,7,9,83,60,1023,1019.8,7,6,11.6,15.9,No,No,Temperate,Otoño
22.6,26.3,18.4,3.4,0,44,26,24,85,78,1011.8,1010.7,8,7,24.5,25.7,Yes,Yes,Subtropical,Verano
15.1,21,0,8,7.6,46,24,30,62,36,1021.4,1020.7,7,5,16.8,20.4,No,No,Temperate,Otoño
11.8,18.7,0,4,8,48,30,22,81,69,1013.1,1012,8,6,14,16.7,No,Yes,Temperate,Primavera
9.1,24.9,0,4.6,9.4,24,9,11,94,37,1030.1,1026.8,7,7,11.8,24.7,No,No,Temperate,Otoño
13.1,29.2,0,7,12.4,28,11,17,80,46,1020.5,1020.1,1,2,20.6,27.8,No,No,Temperate,Verano
13.3,23.2,0,3.4,3.5,46,24,22,70,50,1021.1,1016.4,7,7,16.5,21.9,No,Yes,Subtropical,Invierno
8.7,24.3,0,2.6,9.9,37,17,24,52,26,1022.7,1018.6,1,0,15.7,23.8,No,No,Temperate,Otoño
10.3,25.6,0,6.2,10.8,59,33,15,48,23,1022.7,1019.4,0,0,16.8,25.4,No,No,Subtropical,Otoño
21.5,36.4,0,8.2,11.3,39,24,28,34,32,1006.9,1003.6,1,2,29.4,32.4,No,No,Subtropical,Otoño
22.1,26.3,0.2,6,4.3,33,19,22,78,68,1016.5,1015.6,7,7,23.5,25.8,No,Yes,Subtropical,Verano
23.9,26.6,0,9.8,1.8,63,33,35,68,61,1007.4,1012.1,7,6,26.5,24,No,Yes,Desert,Otoño
20.6,28.9,0,6,11,33,15,22,58,52,1016.1,1013.5,4,2,26.3,28.2,No,No,Temperate,Otoño
6.9,17.6,0,2.2,9.3,15,7,11,86,40,1018.4,1015.5,3,3,10.9,16.6,No,No,Temperate,Invierno
17.7,23.3,7.4,5.4,2.3,41,26,28,66,47,1006.9,1007.7,6,7,19.2,23.1,Yes,No,Temperate,Verano
9.1,29.1,0,8.2,11.3,33,15,11,59,30,1017.6,1015.5,1,4,17.6,28.4,No,No,Subtropical,Otoño
16.3,29.3,0,19.2,13.4,59,37,30,43,21,1016.3,1014.8,0,0,19.1,26.7,No,No,Desert,Verano
22.3,26.7,89,8.2,0.1,30,11,13,90,73,1017.7,1015.8,8,8,22.3,26,Yes,No,Subtropical,Verano
16,23.9,0.6,2.6,6.5,30,15,15,84,59,1012,1005.7,6,4,17,23.5,No,No,Subtropical,Otoño
13.5,34.1,0,6.4,10.9,52,28,30,47,27,1021.7,1018.3,1,5,24.2,32.6,No,No,Temperate,Otoño
22.7,30.8,0.2,8,10.3,39,17,15,63,51,1013.3,1010.4,4,1,27.9,29.8,No,No,Temperate,Primavera
14.2,20.8,9.6,2.4,9.9,50,19,11,57,40,1011.6,1010.6,1,1,15.9,20.3,Yes,No,Subtropical,Invierno
24.1,28.1,36.6,7.8,0,61,7,15,94,89,1006.2,1003,8,8,24.7,27,Yes,Yes,Temperate,Verano
7.8,13.1,1.6,2.6,0.8,48,28,28,78,63,1015,1014.1,7,7,9.6,11.8,Yes,No,Temperate,Primavera
24.5,33.2,1.2,4.6,10,33,17,22,67,43,1013.4,1008.8,3,3,28.7,32,Yes,No,Temperate,Primavera
10.6,18.2,0,2,4.1,46,9,15,66,54,1023.5,1021.8,7,7,13,16.1,No,No,Temperate,Primavera
12.6,35.1,0,10.6,11.2,52,9,31,15,10,1013.3,1009.3,0,1,26.2,35,No,No,Grassland,Invierno
27.4,32.2,0.4,6,6.8,37,13,19,77,55,1009.4,1006.7,4,7,30.6,31.1,No,No,Temperate,Otoño
14.2,22.3,0,2.8,6,15,4,7,72,67,1027.5,1024.9,7,6,16.6,19.4,No,No,Subtropical,Invierno
8,23.5,0,1.2,10.3,33,17,13,86,35,1022,1019.2,0,1,14.5,23.2,No,No,Temperate,Otoño
8.8,15.6,3.8,1.6,5.2,54,17,28,96,69,1013.9,1011.2,8,3,11.3,14.5,Yes,No,Temperate,Invierno
20.6,33.1,0,5.8,9.1,52,20,13,53,29,1018.6,1014.9,6,7,23,31.5,No,No,Temperate,Verano
7.4,24,0,4,12.4,44,22,20,56,27,1021.2,1018.9,0,0,11.9,21.5,No,No,Grassland,Primavera
10.1,30.3,0,6.6,7.6,48,2,20,82,26,1017.2,1013.2,2,4,14.8,28.7,No,No,Temperate,Otoño
10.8,21.1,2,1.8,5,54,11,28,86,45,1016.2,1014.4,7,5,15.4,20.2,Yes,Yes,Subtropical,Otoño
19.7,27.4,2.8,25.8,6.1,65,17,30,93,59,1007.2,1006.4,8,8,19.9,26,Yes,Yes,Desert,Verano
16.1,19.4,0,5.6,1.5,39,20,17,80,78,1021.4,1017.9,8,7,16.9,18,No,Yes,Subtropical,Primavera
9.6,23.1,0,3.6,4.2,28,4,7,70,52,1023.6,1020.6,6,6,14.2,21.4,No,Yes,Subtropical,Invierno
2.5,10.7,0.4,0.8,5.1,33,15,13,80,63,1022.4,1023.4,1,7,6.1,9.9,No,No,Temperate,Invierno
12.2,19.6,0,2.6,1.7,37,15,17,75,73,1026.9,1024.4,7,7,15,18.5,No,Yes,Subtropical,Otoño
17.2,33.5,0,12,8.2,43,20,30,42,30,1012.6,1010.1,2,6,26.3,30.8,No,No,Temperate,Verano
9.7,23.5,0,7.6,12.3,44,13,20,63,26,1023.4,1021,0,0,14.2,22.4,No,No,Grassland,Verano
12.6,18.4,0,6,6.1,35,15,19,60,57,1017.4,1019,8,8,15.7,16.2,No,No,Temperate,Verano
7.9,20.4,0,4,11.4,31,20,20,59,38,1008.9,1006.8,3,5,14.8,18.3,No,No,Temperate,Verano
26.1,32.8,2.6,2.4,4.3,33,13,13,91,72,1009.1,1006.2,7,7,27.8,31.6,Yes,No,Temperate,Otoño
10.3,24.6,0,2.4,8.4,50,15,30,78,39,1013,1008.8,1,6,14.7,23.1,No,No,Subtropical,Otoño
6.5,14.7,0,0.6,6.6,28,9,19,72,63,1017.2,1017.1,7,2,9.3,12.6,No,No,Temperate,Invierno
16.6,24.5,0,7,7.2,46,6,19,74,61,1012.9,1015.4,1,7,21.7,24,No,No,Subtropical,Otoño
6.2,15.3,8.6,0.6,6.6,46,9,26,91,58,1010.1,1009,7,6,11,13.7,Yes,No,Temperate,Invierno
11.5,17.8,0.6,2,3.3,31,15,17,88,68,1027.5,1025.5,7,7,14.1,16.8,No,Yes,Temperate,Otoño
8.5,23.2,0,6.4,9.7,37,7,20,90,49,1036,1033.1,6,2,12.1,22.5,No,No,Temperate,Otoño
7.5,10.6,5.6,3.4,2.8,59,26,33,93,61,1000.5,1003.8,8,7,7.7,9.9,Yes,Yes,Temperate,Primavera
16.5,29.6,0,6,11,33,15,20,70,55,1012.6,1008.3,3,1,25.4,28,No,No,Temperate,Primavera
13.2,21.4,0.8,5.8,5.7,35,24,13,54,41,1013,1012.1,8,7,13.9,18.1,No,No,Temperate,Verano
11.2,19,6.8,2.8,6,35,6,15,79,57,1019.9,1019.1,5,5,14.9,18.1,Yes,Yes,Subtropical,Invierno
14,26.6,0,8.8,6.2,80,63,30,62,52,1010.1,1006.4,7,8,18.6,24.6,No,Yes,Temperate,Primavera
7.9,16.5,5.6,0.6,6.3,31,22,17,86,64,1028.7,1027.6,6,4,8.4,13.7,Yes,No,Subtropical,Invierno
12.6,30,0,5,9.5,22,4,11,60,52,1010.1,1004.3,0,1,22.9,28.9,No,No,Subtropical,Primavera
9,21.8,0,3.8,10.4,31,13,11,61,38,1018.2,1013.5,1,1,12.7,19.2,No,No,Subtropical,Invierno
15.5,19.8,0.2,5.2,9.1,33,15,19,63,59,1019.7,1017.8,7,1,18.2,19.1,No,Yes,Subtropical,Primavera
15.9,25.2,0,4,10.7,30,15,15,67,45,1015.8,1012,1,5,20.7,23.8,No,No,Temperate,Invierno
20.5,35.5,7.4,12.4,11.8,43,2,20,47,22,1011.9,1009.3,3,3,27.8,33.8,Yes,No,Grassland,Verano
13.7,29.1,0,9,13.1,41,7,26,41,36,1016.5,1013.2,0,1,23.7,28.3,No,No,Subtropical,Primavera
14.2,31.5,0,2.8,5.9,35,15,15,31,18,1016.4,1012.6,4,7,21.7,29.9,No,No,Grassland,Primavera
6,14.1,0,1.4,6.9,69,17,31,68,53,1018.6,1009.5,4,4,8.8,13.4,No,Yes,Temperate,Invierno
16.2,26.3,0,6.6,3.7,54,28,37,74,56,1019,1016.2,7,6,21.8,24.8,No,No,Temperate,Invierno
2.2,11.5,12,1.4,6,54,11,11,67,70,1025.2,1027.2,4,5,8.1,9.8,Yes,No,Temperate,Invierno
6.7,13.2,5.6,1,4.3,41,19,17,95,88,1009.4,1008.6,4,5,8.3,11.7,Yes,Yes,Temperate,Invierno
7,19.5,0,3,10.5,30,4,17,71,52,1027.3,1024.2,1,1,14,18.6,No,No,Temperate,Otoño
